ProductKey,StandardCost,FinishedGoodsFlag,Color,Weight,SafetyStockLevel,ReorderPoint,ListPrice,SizeRange,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,StartDate,EndDate,Status,ProductName,SubCategory,Category
514,47.286,TRUE,Silver,317,500,375,106.5,NA,,,G,1,,63.9,,,Rear Brakes,,7/1/2003 00:00,,Current,Rear Brakes,Brakes,Components
555,47.286,TRUE,Silver,317,500,375,106.5,NA,,,G,1,,63.9,,,Front Brakes,All-weather brake pads; provides superior stopping by applying more surface to the rim.,7/1/2003 00:00,,Current,Front Brakes,Brakes,Components
401,48.5453,TRUE,NA,,500,375,109.3364,NA,,,,1,M,65.6018,H,,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,7/1/2002 00:00,6/30/2003 00:00,,HL Mountain Handlebars,Handlebars,Components
407,48.5453,TRUE,NA,,500,375,109.3364,NA,,,,1,R,65.6018,H,,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,7/1/2002 00:00,6/30/2003 00:00,,HL Road Handlebars,Handlebars,Components
422,49.9789,TRUE,Black,1050,500,375,112.565,NA,,,G,1,R,67.539,L,,LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,7/1/2002 00:00,6/30/2003 00:00,,LL Road Rear Wheel,Wheels,Components
483,44.88,TRUE,NA,,4,3,120,NA,,,,0,S,72,,,Hitch Rack - 4-Bike,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",7/1/2003 00:00,,Current,Hitch Rack - 4-Bike,Bike Racks,Accessories
402,53.3999,TRUE,NA,,500,375,120.27,NA,,,,1,M,72.162,H,,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,7/1/2003 00:00,,Current,HL Mountain Handlebars,Handlebars,Components
408,53.3999,TRUE,NA,,500,375,120.27,NA,,,,1,R,72.162,H,,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,7/1/2003 00:00,,Current,HL Road Handlebars,Handlebars,Components
501,53.9282,TRUE,Silver,215,500,375,121.46,NA,,,G,1,,72.876,,,Rear Derailleur,Wide-link design.,7/1/2003 00:00,,Current,Rear Derailleur,Derailleurs,Components
603,53.9416,TRUE,NA,170,500,375,121.49,NA,,,G,1,,72.894,H,,HL Bottom Bracket,Aluminum alloy cups and a hollow axle.,7/1/2003 00:00,,Current,HL Bottom Bracket,Bottom Brackets,Components
396,55.3801,TRUE,NA,,500,375,124.73,NA,,,,1,,74.838,H,,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",7/1/2002 00:00,6/30/2003 00:00,,HL Headset,Headsets,Components
446,51.5625,TRUE,Grey,,4,3,125,NA,,,,0,T,75,,,Touring-Panniers,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",7/1/2002 00:00,6/30/2003 00:00,,"Touring-Panniers, Large",Panniers,Accessories
391,65.8097,TRUE,NA,,500,375,148.22,NA,,,,1,,88.932,L,,LL Fork,Stout design absorbs shock and offers more precise steering.,7/1/2002 00:00,6/30/2003 00:00,,LL Fork,Forks,Components
486,59.466,TRUE,NA,,4,3,159,NA,,,,0,M,95.4,,,All-Purpose Bike Stand,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,7/1/2003 00:00,,Current,All-Purpose Bike Stand,Bike Stands,Accessories
392,77.9176,TRUE,NA,,500,375,175.49,NA,,,,1,,105.294,M,,ML Fork,Composite road fork with an aluminum steerer tube.,7/1/2002 00:00,6/30/2003 00:00,,ML Fork,Forks,Components
556,77.9176,TRUE,Black,600,500,375,175.49,NA,,,G,1,,105.294,L,,LL Crankset,Super rigid spindle.,7/1/2003 00:00,,Current,LL Crankset,Cranksets,Components
411,92.8071,TRUE,Black,,500,375,209.025,NA,,,,1,M,125.415,M,,ML Mountain Front Wheel,Replacement mountain wheel for the casual to serious rider.,7/1/2002 00:00,6/30/2003 00:00,,ML Mountain Front Wheel,Wheels,Components
416,96.7964,TRUE,Black,,500,375,218.01,NA,,,,1,T,130.806,,,Touring Front Wheel,Aerodynamic rims for smooth riding.,7/1/2002 00:00,6/30/2003 00:00,,Touring Front Wheel,Wheels,Components
393,101.8936,TRUE,NA,,500,375,229.49,NA,,,,1,,137.694,H,,HL Fork,High-performance carbon road fork with curved legs.,7/1/2002 00:00,6/30/2003 00:00,,HL Fork,Forks,Components
420,104.7951,TRUE,Black,,500,375,236.025,NA,,,,1,M,141.615,M,,ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,7/1/2002 00:00,6/30/2003 00:00,,ML Mountain Rear Wheel,Wheels,Components
425,108.7844,TRUE,Black,,500,375,245.01,NA,,,,1,T,147.006,,,Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,7/1/2002 00:00,6/30/2003 00:00,,Touring Rear Wheel,Wheels,Components
414,110.2829,TRUE,Black,850,500,375,248.385,NA,,,G,1,R,149.031,M,,ML Road Front Wheel,Sturdy alloy features a quick-release hub.,7/1/2002 00:00,6/30/2003 00:00,,ML Road Front Wheel,Wheels,Components
531,136.785,TRUE,Black,2.92,500,375,249.79,42-46 CM,42,CM,LB,1,M,149.874,L,U,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",7/1/2003 00:00,,Current,"LL Mountain Frame - Black, 42",Mountain Frames,Components
532,136.785,TRUE,Black,2.96,500,375,249.79,42-46 CM,44,CM,LB,1,M,149.874,L,U,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",7/1/2003 00:00,,Current,"LL Mountain Frame - Black, 44",Mountain Frames,Components
533,136.785,TRUE,Black,3,500,375,249.79,48-52 CM,48,CM,LB,1,M,149.874,L,U,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",7/1/2003 00:00,,Current,"LL Mountain Frame - Black, 48",Mountain Frames,Components
534,136.785,TRUE,Black,3.04,500,375,249.79,48-52 CM,52,CM,LB,1,M,149.874,L,U,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",7/1/2003 00:00,,Current,"LL Mountain Frame - Black, 52",Mountain Frames,Components
550,136.785,TRUE,Black,2.88,500,375,249.79,38-40 CM,40,CM,LB,2,M,149.874,L,U,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",7/1/2003 00:00,,Current,"LL Mountain Frame - Black, 40",Mountain Frames,Components
557,113.8816,TRUE,Black,635,500,375,256.49,NA,,,G,1,,153.894,M,,ML Crankset,High-strength crank arm.,7/1/2003 00:00,,Current,ML Crankset,Cranksets,Components
524,144.5938,TRUE,Silver,2.92,500,375,264.05,42-46 CM,42,CM,LB,1,M,158.43,L,U,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",7/1/2003 00:00,,Current,"LL Mountain Frame - Silver, 42",Mountain Frames,Components
525,144.5938,TRUE,Silver,2.96,500,375,264.05,42-46 CM,44,CM,LB,1,M,158.43,L,U,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",7/1/2003 00:00,,Current,"LL Mountain Frame - Silver, 44",Mountain Frames,Components
526,144.5938,TRUE,Silver,3,500,375,264.05,48-52 CM,48,CM,LB,1,M,158.43,L,U,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",7/1/2003 00:00,,Current,"LL Mountain Frame - Silver, 48",Mountain Frames,Components
527,144.5938,TRUE,Silver,3.04,500,375,264.05,48-52 CM,52,CM,LB,1,M,158.43,L,U,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",7/1/2003 00:00,,Current,"LL Mountain Frame - Silver, 52",Mountain Frames,Components
551,144.5938,TRUE,Silver,2.88,500,375,264.05,38-40 CM,40,CM,LB,2,M,158.43,L,U,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",7/1/2003 00:00,,Current,"LL Mountain Frame - Silver, 40",Mountain Frames,Components
423,122.2709,TRUE,Black,1000,500,375,275.385,NA,,,G,1,R,165.231,M,,ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,7/1/2002 00:00,6/30/2003 00:00,,ML Road Rear Wheel,Wheels,Components
253,176.1997,TRUE,Black,2.46,500,375,297.6346,54-58 CM,58,CM,LB,1,R,178.5808,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2001 00:00,6/30/2002 00:00,,"LL Road Frame - Black, 58",Road Frames,Components
256,176.1997,TRUE,Black,2.48,500,375,297.6346,60-62 CM,60,CM,LB,1,R,178.5808,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2001 00:00,6/30/2002 00:00,,"LL Road Frame - Black, 60",Road Frames,Components
259,176.1997,TRUE,Black,2.5,500,375,297.6346,60-62 CM,62,CM,LB,1,R,178.5808,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2001 00:00,6/30/2002 00:00,,"LL Road Frame - Black, 62",Road Frames,Components
279,176.1997,TRUE,Black,2.32,500,375,297.6346,42-46 CM,44,CM,LB,1,R,178.5808,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2001 00:00,6/30/2002 00:00,,"LL Road Frame - Black, 44",Road Frames,Components
282,176.1997,TRUE,Black,2.36,500,375,297.6346,48-52 CM,48,CM,LB,1,R,178.5808,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2001 00:00,6/30/2002 00:00,,"LL Road Frame - Black, 48",Road Frames,Components
285,176.1997,TRUE,Black,2.4,500,375,297.6346,48-52 CM,52,CM,LB,1,R,178.5808,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2001 00:00,6/30/2002 00:00,,"LL Road Frame - Black, 52",Road Frames,Components
412,133.2955,TRUE,Black,,500,375,300.215,NA,,,,1,M,180.129,H,,HL Mountain Front Wheel,High-performance mountain replacement wheel.,7/1/2002 00:00,6/30/2003 00:00,,HL Mountain Front Wheel,Wheels,Components
262,181.4857,TRUE,Red,2.32,500,375,306.5636,42-46 CM,44,CM,LB,1,R,183.9382,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2001 00:00,6/30/2002 00:00,,"LL Road Frame - Red, 44",Road Frames,Components
264,181.4857,TRUE,Red,2.36,500,375,306.5636,48-52 CM,48,CM,LB,1,R,183.9382,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2001 00:00,6/30/2002 00:00,,"LL Road Frame - Red, 48",Road Frames,Components
266,181.4857,TRUE,Red,2.4,500,375,306.5636,48-52 CM,52,CM,LB,1,R,183.9382,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2001 00:00,6/30/2002 00:00,,"LL Road Frame - Red, 52",Road Frames,Components
268,181.4857,TRUE,Red,2.46,500,375,306.5636,54-58 CM,58,CM,LB,1,R,183.9382,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2001 00:00,6/30/2002 00:00,,"LL Road Frame - Red, 58",Road Frames,Components
270,181.4857,TRUE,Red,2.48,500,375,306.5636,60-62 CM,60,CM,LB,1,R,183.9382,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2001 00:00,6/30/2002 00:00,,"LL Road Frame - Red, 60",Road Frames,Components
272,181.4857,TRUE,Red,2.5,500,375,306.5636,60-62 CM,62,CM,LB,1,R,183.9382,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2001 00:00,6/30/2002 00:00,,"LL Road Frame - Red, 62",Road Frames,Components
254,170.1428,TRUE,Black,2.46,500,375,306.5636,54-58 CM,58,CM,LB,1,R,183.9382,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2002 00:00,6/30/2003 00:00,,"LL Road Frame - Black, 58",Road Frames,Components
257,170.1428,TRUE,Black,2.48,500,375,306.5636,60-62 CM,60,CM,LB,1,R,183.9382,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2002 00:00,6/30/2003 00:00,,"LL Road Frame - Black, 60",Road Frames,Components
260,170.1428,TRUE,Black,2.5,500,375,306.5636,60-62 CM,62,CM,LB,1,R,183.9382,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2002 00:00,6/30/2003 00:00,,"LL Road Frame - Black, 62",Road Frames,Components
280,170.1428,TRUE,Black,2.32,500,375,306.5636,42-46 CM,44,CM,LB,1,R,183.9382,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2002 00:00,6/30/2003 00:00,,"LL Road Frame - Black, 44",Road Frames,Components
283,170.1428,TRUE,Black,2.36,500,375,306.5636,48-52 CM,48,CM,LB,1,R,183.9382,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2002 00:00,6/30/2003 00:00,,"LL Road Frame - Black, 48",Road Frames,Components
286,170.1428,TRUE,Black,2.4,500,375,306.5636,48-52 CM,52,CM,LB,1,R,183.9382,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2002 00:00,6/30/2003 00:00,,"LL Road Frame - Black, 52",Road Frames,Components
421,145.2835,TRUE,Black,,500,375,327.215,NA,,,,1,M,196.329,H,,HL Mountain Rear Wheel,High-performance mountain replacement wheel.,7/1/2002 00:00,6/30/2003 00:00,,HL Mountain Rear Wheel,Wheels,Components
415,146.5466,TRUE,Black,650,500,375,330.06,NA,,,G,1,R,198.036,H,,HL Road Front Wheel,Strong wheel with double-walled rim.,7/1/2002 00:00,6/30/2003 00:00,,HL Road Front Wheel,Wheels,Components
493,199.8519,TRUE,Yellow,3.2,500,375,333.42,60-62 CM,62,CM,LB,1,T,200.052,L,U,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,7/1/2003 00:00,,Current,"LL Touring Frame - Yellow, 62",Touring Frames,Components
502,199.8519,TRUE,Blue,3.1,500,375,333.42,48-52 CM,50,CM,LB,1,T,200.052,L,U,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,7/1/2003 00:00,,Current,"LL Touring Frame - Blue, 50",Touring Frames,Components
503,199.8519,TRUE,Blue,3.14,500,375,333.42,54-58 CM,54,CM,LB,1,T,200.052,L,U,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,7/1/2003 00:00,,Current,"LL Touring Frame - Blue, 54",Touring Frames,Components
504,199.8519,TRUE,Blue,3.16,500,375,333.42,54-58 CM,58,CM,LB,1,T,200.052,L,U,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,7/1/2003 00:00,,Current,"LL Touring Frame - Blue, 58",Touring Frames,Components
505,199.8519,TRUE,Blue,3.2,500,375,333.42,60-62 CM,62,CM,LB,1,T,200.052,L,U,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,7/1/2003 00:00,,Current,"LL Touring Frame - Blue, 62",Touring Frames,Components
506,199.8519,TRUE,Yellow,3.02,500,375,333.42,42-46 CM,44,CM,LB,1,T,200.052,L,U,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,7/1/2003 00:00,,Current,"LL Touring Frame - Yellow, 44",Touring Frames,Components
507,199.8519,TRUE,Yellow,3.1,500,375,333.42,48-52 CM,50,CM,LB,1,T,200.052,L,U,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,7/1/2003 00:00,,Current,"LL Touring Frame - Yellow, 50",Touring Frames,Components
508,199.8519,TRUE,Yellow,3.14,500,375,333.42,54-58 CM,54,CM,LB,1,T,200.052,L,U,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,7/1/2003 00:00,,Current,"LL Touring Frame - Yellow, 54",Touring Frames,Components
509,199.8519,TRUE,Yellow,3.16,500,375,333.42,54-58 CM,58,CM,LB,1,T,200.052,L,U,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,7/1/2003 00:00,,Current,"LL Touring Frame - Yellow, 58",Touring Frames,Components
510,199.8519,TRUE,Blue,3.02,500,375,333.42,42-46 CM,44,CM,LB,1,T,200.052,L,U,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,7/1/2003 00:00,,Current,"LL Touring Frame - Blue, 44",Touring Frames,Components
263,187.1571,TRUE,Red,2.32,500,375,337.22,42-46 CM,44,CM,LB,1,R,202.332,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2002 00:00,6/30/2003 00:00,,"LL Road Frame - Red, 44",Road Frames,Components
265,187.1571,TRUE,Red,2.36,500,375,337.22,48-52 CM,48,CM,LB,1,R,202.332,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2002 00:00,6/30/2003 00:00,,"LL Road Frame - Red, 48",Road Frames,Components
267,187.1571,TRUE,Red,2.4,500,375,337.22,48-52 CM,52,CM,LB,1,R,202.332,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2002 00:00,6/30/2003 00:00,,"LL Road Frame - Red, 52",Road Frames,Components
269,187.1571,TRUE,Red,2.46,500,375,337.22,54-58 CM,58,CM,LB,1,R,202.332,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2002 00:00,6/30/2003 00:00,,"LL Road Frame - Red, 58",Road Frames,Components
271,187.1571,TRUE,Red,2.48,500,375,337.22,60-62 CM,60,CM,LB,1,R,202.332,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2002 00:00,6/30/2003 00:00,,"LL Road Frame - Red, 60",Road Frames,Components
273,187.1571,TRUE,Red,2.5,500,375,337.22,60-62 CM,62,CM,LB,1,R,202.332,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2002 00:00,6/30/2003 00:00,,"LL Road Frame - Red, 62",Road Frames,Components
255,204.6251,TRUE,Black,2.46,500,375,337.22,54-58 CM,58,CM,LB,1,R,202.332,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2003 00:00,,Current,"LL Road Frame - Black, 58",Road Frames,Components
258,204.6251,TRUE,Black,2.48,500,375,337.22,60-62 CM,60,CM,LB,1,R,202.332,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2003 00:00,,Current,"LL Road Frame - Black, 60",Road Frames,Components
261,204.6251,TRUE,Black,2.5,500,375,337.22,60-62 CM,62,CM,LB,1,R,202.332,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2003 00:00,,Current,"LL Road Frame - Black, 62",Road Frames,Components
281,204.6251,TRUE,Black,2.32,500,375,337.22,42-46 CM,44,CM,LB,1,R,202.332,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2003 00:00,,Current,"LL Road Frame - Black, 44",Road Frames,Components
284,204.6251,TRUE,Black,2.36,500,375,337.22,48-52 CM,48,CM,LB,1,R,202.332,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2003 00:00,,Current,"LL Road Frame - Black, 48",Road Frames,Components
287,204.6251,TRUE,Black,2.4,500,375,337.22,48-52 CM,52,CM,LB,1,R,202.332,L,U,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",7/1/2003 00:00,,Current,"LL Road Frame - Black, 52",Road Frames,Components
409,185.8193,TRUE,Black,2.73,500,375,348.76,38-40 CM,38,CM,LB,2,M,209.256,M,U,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,7/1/2002 00:00,6/30/2003 00:00,,"ML Mountain Frame - Black, 38",Mountain Frames,Components
426,185.8193,TRUE,Black,2.77,500,375,348.76,38-40 CM,40,CM,LB,1,M,209.256,M,U,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,7/1/2002 00:00,6/30/2003 00:00,,"ML Mountain Frame - Black, 40",Mountain Frames,Components
427,185.8193,TRUE,Black,2.81,500,375,348.76,42-46 CM,44,CM,LB,1,M,209.256,M,U,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,7/1/2002 00:00,6/30/2003 00:00,,"ML Mountain Frame - Black, 44",Mountain Frames,Components
428,185.8193,TRUE,Black,2.85,500,375,348.76,48-52 CM,48,CM,LB,1,M,209.256,M,U,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,7/1/2002 00:00,6/30/2003 00:00,,"ML Mountain Frame - Black, 48",Mountain Frames,Components
424,158.5346,TRUE,Black,890,500,375,357.06,NA,,,G,1,R,214.236,H,,HL Road Rear Wheel,Strong rear wheel with double-walled rim.,7/1/2002 00:00,6/30/2003 00:00,,HL Road Rear Wheel,Wheels,Components
511,199.3757,TRUE,Silver,2.77,500,375,364.09,38-40 CM,40,CM,LB,1,M,218.454,M,W,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,7/1/2003 00:00,,Current,"ML Mountain Frame-W - Silver, 40",Mountain Frames,Components
512,199.3757,TRUE,Silver,2.81,500,375,364.09,42-46 CM,42,CM,LB,1,M,218.454,M,W,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,7/1/2003 00:00,,Current,"ML Mountain Frame-W - Silver, 42",Mountain Frames,Components
513,199.3757,TRUE,Silver,2.85,500,375,364.09,42-46 CM,46,CM,LB,1,M,218.454,M,W,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,7/1/2003 00:00,,Current,"ML Mountain Frame-W - Silver, 46",Mountain Frames,Components
549,199.3757,TRUE,Silver,2.73,500,375,364.09,38-40 CM,38,CM,LB,2,M,218.454,M,W,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,7/1/2003 00:00,,Current,"ML Mountain Frame-W - Silver, 38",Mountain Frames,Components
558,179.8156,TRUE,Black,575,500,375,404.99,NA,,,G,1,,242.994,H,,HL Crankset,Triple crankset; alumunim crank arm; flawless shifting.,7/1/2003 00:00,,Current,HL Crankset,Cranksets,Components
596,294.5797,TRUE,Black,27.35,100,75,539.99,38-40 CM,40,CM,LB,4,M,323.994,L,U,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",7/1/2003 00:00,,Current,"Mountain-500 Black, 40",Mountain Bikes,Bikes
597,294.5797,TRUE,Black,27.77,100,75,539.99,42-46 CM,42,CM,LB,4,M,323.994,L,U,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",7/1/2003 00:00,,Current,"Mountain-500 Black, 42",Mountain Bikes,Bikes
598,294.5797,TRUE,Black,28.13,100,75,539.99,42-46 CM,44,CM,LB,4,M,323.994,L,U,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",7/1/2003 00:00,,Current,"Mountain-500 Black, 44",Mountain Bikes,Bikes
599,294.5797,TRUE,Black,28.42,100,75,539.99,48-52 CM,48,CM,LB,4,M,323.994,L,U,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",7/1/2003 00:00,,Current,"Mountain-500 Black, 48",Mountain Bikes,Bikes
600,294.5797,TRUE,Black,28.68,100,75,539.99,48-52 CM,52,CM,LB,4,M,323.994,L,U,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",7/1/2003 00:00,,Current,"Mountain-500 Black, 52",Mountain Bikes,Bikes
584,343.6496,TRUE,Black,20.79,100,75,539.99,54-58 CM,58,CM,LB,4,R,323.994,L,U,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,7/1/2003 00:00,,Current,"Road-750 Black, 58",Road Bikes,Bikes
604,343.6496,TRUE,Black,19.77,100,75,539.99,42-46 CM,44,CM,LB,4,R,323.994,L,U,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,7/1/2003 00:00,,Current,"Road-750 Black, 44",Road Bikes,Bikes
605,343.6496,TRUE,Black,20.13,100,75,539.99,48-52 CM,48,CM,LB,4,R,323.994,L,U,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,7/1/2003 00:00,,Current,"Road-750 Black, 48",Road Bikes,Bikes
606,343.6496,TRUE,Black,20.42,100,75,539.99,48-52 CM,52,CM,LB,4,R,323.994,L,U,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,7/1/2003 00:00,,Current,"Road-750 Black, 52",Road Bikes,Bikes
417,300.1188,TRUE,Yellow,2.18,500,375,540.7545,38-40 CM,38,CM,LB,2,R,324.4527,M,W,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",7/1/2002 00:00,6/30/2003 00:00,,"ML Road Frame-W - Yellow, 38",Road Frames,Components
429,300.1188,TRUE,Yellow,2.22,500,375,540.7545,38-40 CM,40,CM,LB,1,R,324.4527,M,W,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",7/1/2002 00:00,6/30/2003 00:00,,"ML Road Frame-W - Yellow, 40",Road Frames,Components
